2011-08-08,303.15,12.9
2011-08-18,286.38,12.9
2012-03-18,282.3,13.1872
2012-05-11,258.3,13.023
2012-08-07,245.6,12.527
2012-09-18,241.7,12.5
2012-10-14,238.8,11.76
2012-11-11,259.7,12.776
2013-01-03,275,13.324
2013-02-25,266.8,12.360
,290.6,13.748
2013-05-26,285.3,13.750
